normalizedIngredient,occurrences,sourceCount,recipeCount,beforeMapped,afterExactProduct,afterFamilyResolved,afterProcessInput,afterAmbiguous,afterProductGap,resolutionState,candidateFamily,reason,recommendedNextAction
"слоеное тесто","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"смесь итальянских трав","1","1","2","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"смесь итальянских трав по вкусу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"смесь итальянских трав по желанию","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"смесь молотых перцев щепотка","1","1","1","0","0","0","0","0","0","COMPOUND_INGREDIENT_LINE","","deterministic comma-separated compound","retain family and resolve form only with explicit evidence"
"смесь перцев","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"смесь сушеных итальянских трав","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сметана 15%","1","0","0","1","0","0","0","0","0","FORM_EXPLICIT_PRODUCT","сметана","exact accepted form-specific product","none"
"сметана 20% ная","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сметана нежирная","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сметана по желанию","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"смешанный фарш","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сморчки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сода пищевая","1","1","1","0","0","0","1","0","0","PROCESS_INPUT","сода пищевая","process ingredient remains in accounting","none"
"сок лимона","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","лимонный сок","corpus-backed identity family; concrete product selection remains pending","retain family and resolve form only with explicit evidence"
"соленые белые грибы","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"соленые огурцы","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"соль и перец черный молотый","1","1","1","0","0","0","1","0","0","PROCESS_INPUT","соль и перец черный","process ingredient remains in accounting","none"
"соль молотый перец","1","1","1","0","0","0","0","0","0","COMPOUND_INGREDIENT_LINE","","deterministic comma-separated compound","retain family and resolve form only with explicit evidence"
"соль морская","1","1","1","0","0","0","1","0","0","PROCESS_INPUT","соль морская","process ingredient remains in accounting","none"
"соль перец зелень","1","1","1","0","0","0","0","0","0","COMPOUND_INGREDIENT_LINE","","deterministic comma-separated compound","retain family and resolve form only with explicit evidence"
"соль поваренная","1","1","1","0","0","0","1","0","0","PROCESS_INPUT","соль поваренная","process ingredient remains in accounting","none"
"соус кимчи","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"соус соевый","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"соус спайси","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"соус терияки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"специи по желанию","1","0","0","0","0","0","1","0","0","PROCESS_INPUT","специи по желанию","process ingredient remains in accounting","none"
"специи сухие любые","1","0","0","0","0","0","1","0","0","PROCESS_INPUT","специи сухие любые","process ingredient remains in accounting","none"
"сумах","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сумах по вкусу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сухарики","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сухие дрожжи","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сухое белое вино","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сушеный зеленый лук","1","0","0","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","зеленый лук","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"сушеный орегано","1","0","0","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","орегано","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"сушеный розмарин по вкусу","1","0","0","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","розмарин","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"сыр грюйер","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр любой","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр мини моцарелла","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр плавленый","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр сливочный","1","2","2","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр сливочный мягкий","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр страчателла","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр сулугуни","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр твердый российский","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр фонтина","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сыр чеддер","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"сырой кешью","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","кешью","corpus-backed identity family; concrete product selection remains pending","retain family and resolve form only with explicit evidence"
"творог 5%","1","1","1","1","0","0","0","0","0","FORM_EXPLICIT_PRODUCT","творог","exact accepted form-specific product","none"
"творог 5% ный","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"творог 9% жирности","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"творог жирностью 5%","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"творог жирностью 9%","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"творог жирный","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"творог нежирный","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"творог однородный жирный","1","0","0","0","0","0","0","0","0","COMPOUND_INGREDIENT_LINE","","deterministic comma-separated compound","retain family and resolve form only with explicit evidence"
"творожная масса с изюмом","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"телячий фарш","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"телячья вырезка","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тертый имбирь","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тертый сыр пармезан по вкусу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тигровые креветки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тимьян по вкусу","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","тимьян","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"томат паста","1","2","2","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"томат паста 1 упаковка","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"томатная паста 1 ст. ложка","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"томатная паста 25%","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","томатная паста","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"томатный соус с чили по вкусу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"топленое масло","1","1","1","1","1","0","0","0","0","EXACT_PRODUCT","топленое масло","exact canonical product","none"
"тортильи","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тосты","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тофу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"травы итальянские сухие","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"травы итальянские сушеные","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тростниковый сахар","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тушки кальмар а","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тушки кальмар ов","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тыквенное пюре","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"тыквенные семечки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"укроп по вкусу","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","укроп","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"укроп сухой","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","укроп","corpus-backed identity family; concrete product selection remains pending","retain family and resolve form only with explicit evidence"
"укроп сушеный","1","1","1","1","0","0","0","0","0","FORM_EXPLICIT_PRODUCT","укроп","exact accepted form-specific product","none"
"уксус любой","1","1","1","0","0","0","1","0","0","PROCESS_INPUT","уксус любой","process ingredient remains in accounting","none"
"уксус персиковый","1","1","1","0","0","0","1","0","0","PROCESS_INPUT","уксус персиковый","process ingredient remains in accounting","none"
"уцхо сунели","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фарш из филе","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фарш индейки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фарш свиной или говяжий","1","1","1","0","0","0","0","0","0","ALTERNATIVE_INGREDIENT_LINE","","deterministic alternative grammar","retain family and resolve form only with explicit evidence"
"фарш смешанный","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фасоль консервированная красная","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фасоль стручковая","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе анчоусов соленое","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе грудки индейки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе индейки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе куриного бедра","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе куриное","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","филе","corpus-backed identity family; concrete product selection remains pending","retain family and resolve form only with explicit evidence"
"филе минтая","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе морской белой рыбы пангасиус","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе рыбное","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе рыбы минтай","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе свинины","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе сибаса","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"филе хека","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"французский багет","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фундук","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"фунчоза","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"хвосты креветок","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"хек","1","2","2","1","1","0","0","0","0","EXACT_PRODUCT","хек","exact canonical product","none"
"хек можно взять другую морскую рыбу или филе рыбы","1","0","0","0","0","0","0","0","0","ALTERNATIVE_INGREDIENT_LINE","","deterministic alternative grammar","retain family and resolve form only with explicit evidence"
"хлеб","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","хлеб","corpus-backed identity family; concrete product selection remains pending","retain family and resolve form only with explicit evidence"
"хлеб для тостов","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"хлеб по вкусу","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","хлеб","corpus-backed identity family; concrete product selection remains pending","retain family and resolve form only with explicit evidence"
"хмели сунели по вкусу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"хурма","1","1","1","1","1","0","0","0","0","EXACT_PRODUCT","хурма","exact canonical product","none"
"цедра апельсина","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"цесарка","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"цукини","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"цыпленок корнишон","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"черемша","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"черный кофе","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"черный хлеб","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"черствый ржаной хлеб","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"чеснок зелень","1","1","1","0","0","0","0","0","0","COMPOUND_INGREDIENT_LINE","","deterministic comma-separated compound","retain family and resolve form only with explicit evidence"
"чеснок по вкусу","1","1","1","1","1","0","0","0","0","EXACT_PRODUCT","чеснок","exact canonical product","none"
"чеснок сухой","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","чеснок","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"чеснок сушеный","1","1","1","1","0","0","0","0","0","FORM_EXPLICIT_PRODUCT","чеснок","exact accepted form-specific product","none"
"чечевица","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","чечевица","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"чечевица любая","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"чили серрано","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"шафран","1","1","1","1","1","0","0","0","0","EXACT_PRODUCT","шафран","exact canonical product","none"
"шафран щепотка","1","1","1","0","0","0","0","0","0","COMPOUND_INGREDIENT_LINE","","deterministic comma-separated compound","retain family and resolve form only with explicit evidence"
"шпик","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"щавель","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"ягодный сок","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"ягоды годжи","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"яичная лапша","1","1","1","0","0","1","0","0","0","PRODUCT_FAMILY_RESOLVED","яичная лапша","generic identity resolved without arbitrary variant selection","retain family and resolve form only with explicit evidence"
"яйца 2 шт","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"яйца крупные","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"яйцо небольшое","1","0","0","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"яйцо с1","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"яйцо цесарки","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
"tabasco по вкусу","1","1","1","0","0","0","0","0","1","PRODUCT_MISSING","","no accepted product or family evidence","retain family and resolve form only with explicit evidence"
